customer_id,email,first_name,acquisition_channel,acquisition_date,country,customer_type,email_subscribed
CUST00088,zoe.cust00088@example.com,Zoe,meta,2024-01-11,DE,subscription,True
CUST00089,emma.cust00089@example.com,Emma,meta,2024-01-29,GB,one_time,True
CUST00090,noah.cust00090@example.com,Noah,meta,2024-01-17,NL,subscription,True
CUST00091,sophie.cust00091@example.com,Sophie,meta,2024-01-22,US,one_time,False
CUST00092,logan.cust00092@example.com,Logan,meta,2024-01-05,GB,one_time,True
CUST00093,henry.cust00093@example.com,Henry,meta,2024-01-04,AU,one_time,False
CUST00094,henry.cust00094@example.com,Henry,meta,2024-01-20,GB,one_time,True
CUST00095,william.cust00095@example.com,William,meta,2024-01-02,GB,subscription,False
CUST00096,sam.cust00096@example.com,Sam,meta,2024-01-03,GB,one_time,True
CUST00097,george.cust00097@example.com,George,meta,2024-01-26,US,one_time,True
CUST00098,sophie.cust00098@example.com,Sophie,meta,2024-01-02,GB,one_time,True
CUST00099,lucy.cust00099@example.com,Lucy,meta,2024-01-04,GB,one_time,True
CUST00100,lily.cust00100@example.com,Lily,meta,2024-01-10,DE,subscription,False
CUST00101,mia.cust00101@example.com,Mia,meta,2024-01-25,NL,subscription,False
CUST00102,harry.cust00102@example.com,Harry,meta,2024-01-15,DE,subscription,True
CUST00103,isla.cust00103@example.com,Isla,meta,2024-01-27,GB,one_time,True
CUST00104,george.cust00104@example.com,George,meta,2024-01-15,US,one_time,True
CUST00105,isla.cust00105@example.com,Isla,meta,2024-01-12,GB,one_time,True
CUST00106,jack.cust00106@example.com,Jack,meta,2024-01-12,DE,one_time,False
CUST00107,sam.cust00107@example.com,Sam,meta,2024-01-30,US,one_time,False
CUST00108,charlotte.cust00108@example.com,Charlotte,meta,2024-01-01,US,one_time,True
CUST00109,oliver.cust00109@example.com,Oliver,meta,2024-01-02,GB,subscription,True
CUST00110,amelia.cust00110@example.com,Amelia,meta,2024-01-01,GB,one_time,True
CUST00111,mason.cust00111@example.com,Mason,meta,2024-01-20,GB,subscription,True
CUST00112,sam.cust00112@example.com,Sam,meta,2024-01-21,GB,one_time,True
CUST00113,ella.cust00113@example.com,Ella,google,2024-01-12,US,subscription,True
CUST00114,mia.cust00114@example.com,Mia,google,2024-01-08,AU,one_time,True
CUST00115,alex.cust00115@example.com,Alex,google,2024-01-14,US,one_time,True
CUST00116,sam.cust00116@example.com,Sam,google,2024-01-05,US,one_time,True
CUST00117,grace.cust00117@example.com,Grace,google,2024-01-27,FR,one_time,False
CUST00118,henry.cust00118@example.com,Henry,google,2024-01-12,DE,subscription,True
CUST00119,william.cust00119@example.com,William,google,2024-01-26,US,subscription,False
CUST00120,zoe.cust00120@example.com,Zoe,google,2024-01-04,FR,subscription,True
CUST00121,hannah.cust00121@example.com,Hannah,google,2024-01-23,GB,one_time,True
CUST00122,grace.cust00122@example.com,Grace,google,2024-01-02,DE,subscription,False
CUST00123,lily.cust00123@example.com,Lily,google,2024-01-13,US,subscription,True
CUST00124,jack.cust00124@example.com,Jack,google,2024-01-07,GB,one_time,True
CUST00125,mason.cust00125@example.com,Mason,google,2024-01-16,DE,one_time,True
CUST00126,grace.cust00126@example.com,Grace,google,2024-01-03,GB,subscription,True
CUST00127,alex.cust00127@example.com,Alex,google,2024-01-01,GB,one_time,False
CUST00128,henry.cust00128@example.com,Henry,google,2024-01-08,US,one_time,True
CUST00129,charlotte.cust00129@example.com,Charlotte,google,2024-01-15,DE,one_time,True
CUST00130,chloe.cust00130@example.com,Chloe,google,2024-01-03,FR,subscription,False
CUST00131,alex.cust00131@example.com,Alex,google,2024-01-28,FR,one_time,True
CUST00132,lucas.cust00132@example.com,Lucas,google,2024-01-01,US,one_time,False
CUST00133,zoe.cust00133@example.com,Zoe,google,2024-01-02,GB,one_time,True
CUST00134,hannah.cust00134@example.com,Hannah,google,2024-01-21,US,subscription,True
CUST00135,jack.cust00135@example.com,Jack,google,2024-01-10,FR,one_time,False
CUST00136,noah.cust00136@example.com,Noah,google,2024-01-20,GB,subscription,False
CUST00137,sam.cust00137@example.com,Sam,google,2024-01-04,GB,one_time,False
CUST00138,james.cust00138@example.com,James,google,2024-01-09,US,subscription,True
CUST00139,ethan.cust00139@example.com,Ethan,google,2024-01-02,GB,one_time,True
CUST00140,ava.cust00140@example.com,Ava,google,2024-01-12,US,one_time,True
CUST00141,alex.cust00141@example.com,Alex,google,2024-01-13,GB,one_time,True
CUST00142,isla.cust00142@example.com,Isla,google,2024-01-14,CA,subscription,False
CUST00143,amelia.cust00143@example.com,Amelia,google,2024-01-29,US,one_time,False
CUST00144,ethan.cust00144@example.com,Ethan,google,2024-01-27,GB,subscription,True
CUST00145,olivia.cust00145@example.com,Olivia,google,2024-01-17,US,subscription,False
CUST00146,lily.cust00146@example.com,Lily,google,2024-01-01,US,one_time,True
CUST00147,lucas.cust00147@example.com,Lucas,google,2024-01-03,GB,subscription,True
CUST00148,ethan.cust00148@example.com,Ethan,google,2024-01-11,GB,subscription,True
CUST00149,ethan.cust00149@example.com,Ethan,google,2024-01-13,US,one_time,True
CUST00150,logan.cust00150@example.com,Logan,google,2024-01-10,FR,one_time,True
CUST00151,liam.cust00151@example.com,Liam,google,2024-01-05,GB,one_time,True
CUST00152,hannah.cust00152@example.com,Hannah,google,2024-01-05,US,one_time,False
CUST00153,lucas.cust00153@example.com,Lucas,google,2024-01-02,US,subscription,True
CUST00154,grace.cust00154@example.com,Grace,google,2024-01-23,GB,one_time,True
CUST00155,emma.cust00155@example.com,Emma,google,2024-01-17,GB,one_time,True
CUST00156,william.cust00156@example.com,William,google,2024-01-26,GB,subscription,False
CUST00157,noah.cust00157@example.com,Noah,google,2024-01-23,US,one_time,True
CUST00158,alex.cust00158@example.com,Alex,google,2024-01-28,FR,one_time,True
CUST00159,ethan.cust00159@example.com,Ethan,google,2024-01-17,US,one_time,True
CUST00160,ava.cust00160@example.com,Ava,google,2024-01-06,GB,one_time,True
CUST00161,harry.cust00161@example.com,Harry,google,2024-01-09,DE,subscription,True
CUST00162,alex.cust00162@example.com,Alex,google,2024-01-15,US,one_time,True
CUST00163,george.cust00163@example.com,George,google,2024-01-08,GB,one_time,True
CUST00164,harry.cust00164@example.com,Harry,google,2024-01-12,US,one_time,True
CUST00165,charlotte.cust00165@example.com,Charlotte,google,2024-01-10,GB,one_time,True
CUST00166,chloe.cust00166@example.com,Chloe,google,2024-01-14,US,subscription,True
CUST00167,grace.cust00167@example.com,Grace,google,2024-01-13,US,one_time,True
CUST00168,lily.cust00168@example.com,Lily,google,2024-01-30,DE,subscription,False
CUST00169,grace.cust00169@example.com,Grace,google,2024-01-22,GB,subscription,False
CUST00170,henry.cust00170@example.com,Henry,google,2024-01-27,GB,one_time,True
CUST00171,sam.cust00171@example.com,Sam,google,2024-01-18,AU,one_time,True
CUST00172,mia.cust00172@example.com,Mia,google,2024-01-18,NL,subscription,False
CUST00173,mia.cust00173@example.com,Mia,google,2024-01-27,US,one_time,False
CUST00174,charlotte.cust00174@example.com,Charlotte,google,2024-01-06,FR,one_time,True
CUST00175,sam.cust00175@example.com,Sam,google,2024-01-30,GB,one_time,False
CUST00176,noah.cust00176@example.com,Noah,google,2024-01-27,DE,one_time,False
CUST00177,ava.cust00177@example.com,Ava,google,2024-01-06,NL,subscription,True
CUST00178,grace.cust00178@example.com,Grace,google,2024-01-16,NL,one_time,True
CUST00179,george.cust00179@example.com,George,google,2024-01-11,DE,subscription,True
CUST00180,oliver.cust00180@example.com,Oliver,google,2024-01-16,US,one_time,True
CUST00181,logan.cust00181@example.com,Logan,google,2024-01-30,GB,subscription,False
CUST00182,hannah.cust00182@example.com,Hannah,google,2024-01-16,GB,subscription,True
CUST00183,charlotte.cust00183@example.com,Charlotte,google,2024-01-03,GB,subscription,True
CUST00184,alex.cust00184@example.com,Alex,google,2024-01-26,US,subscription,True
CUST00185,isla.cust00185@example.com,Isla,google,2024-01-25,FR,one_time,False
CUST00186,sam.cust00186@example.com,Sam,google,2024-01-20,FR,subscription,True
CUST00187,mason.cust00187@example.com,Mason,google,2024-01-25,GB,one_time,True
CUST00188,henry.cust00188@example.com,Henry,google,2024-01-26,NL,subscription,False
CUST00189,isla.cust00189@example.com,Isla,google,2024-01-22,GB,subscription,True
CUST00190,isla.cust00190@example.com,Isla,google,2024-01-23,DE,one_time,True
CUST00191,henry.cust00191@example.com,Henry,google,2024-01-25,US,subscription,False
CUST00192,mason.cust00192@example.com,Mason,google,2024-01-09,GB,one_time,False
CUST00193,lily.cust00193@example.com,Lily,google,2024-01-23,AU,subscription,True
CUST00194,sam.cust00194@example.com,Sam,google,2024-01-06,US,subscription,True
CUST00195,chloe.cust00195@example.com,Chloe,google,2024-01-19,FR,one_time,False
CUST00196,noah.cust00196@example.com,Noah,tiktok,2024-01-27,NL,one_time,True
CUST00197,mia.cust00197@example.com,Mia,tiktok,2024-01-28,GB,subscription,True
CUST00198,lily.cust00198@example.com,Lily,tiktok,2024-01-06,US,one_time,True
CUST00199,hannah.cust00199@example.com,Hannah,tiktok,2024-01-16,GB,one_time,False
CUST00200,mia.cust00200@example.com,Mia,tiktok,2024-01-08,US,one_time,True
CUST00201,ava.cust00201@example.com,Ava,tiktok,2024-01-14,US,one_time,False
CUST00202,grace.cust00202@example.com,Grace,tiktok,2024-01-26,FR,one_time,False
CUST00203,charlotte.cust00203@example.com,Charlotte,tiktok,2024-01-15,DE,one_time,True
CUST00204,mason.cust00204@example.com,Mason,tiktok,2024-01-21,GB,one_time,True
CUST00205,lucas.cust00205@example.com,Lucas,tiktok,2024-01-28,GB,one_time,True
CUST00206,henry.cust00206@example.com,Henry,tiktok,2024-01-06,US,one_time,False
CUST00207,chloe.cust00207@example.com,Chloe,tiktok,2024-01-04,GB,subscription,True
CUST00208,lucas.cust00208@example.com,Lucas,tiktok,2024-01-14,AU,one_time,True
CUST00209,ella.cust00209@example.com,Ella,tiktok,2024-01-19,US,one_time,False
CUST00210,alex.cust00210@example.com,Alex,tiktok,2024-01-16,FR,subscription,True
CUST00211,william.cust00211@example.com,William,tiktok,2024-01-20,US,one_time,False
CUST00212,amelia.cust00212@example.com,Amelia,tiktok,2024-01-29,FR,one_time,True
CUST00213,grace.cust00213@example.com,Grace,tiktok,2024-01-27,DE,one_time,False
CUST00214,sam.cust00214@example.com,Sam,tiktok,2024-01-26,GB,one_time,True
CUST00215,mia.cust00215@example.com,Mia,tiktok,2024-01-17,US,one_time,True
CUST00216,ava.cust00216@example.com,Ava,tiktok,2024-01-08,FR,one_time,False
CUST00217,henry.cust00217@example.com,Henry,tiktok,2024-01-19,DE,one_time,True
CUST00218,amelia.cust00218@example.com,Amelia,tiktok,2024-01-18,CA,one_time,False
CUST00219,ava.cust00219@example.com,Ava,tiktok,2024-01-03,AU,one_time,True
CUST00220,olivia.cust00220@example.com,Olivia,tiktok,2024-01-09,AU,subscription,True
CUST00221,isla.cust00221@example.com,Isla,tiktok,2024-01-15,GB,one_time,True
CUST00222,lucy.cust00222@example.com,Lucy,tiktok,2024-01-05,DE,one_time,True
CUST00223,oliver.cust00223@example.com,Oliver,tiktok,2024-01-10,GB,subscription,True
CUST00224,lucas.cust00224@example.com,Lucas,tiktok,2024-01-18,AU,one_time,True
CUST00225,george.cust00225@example.com,George,tiktok,2024-01-09,FR,one_time,True
CUST00226,sam.cust00226@example.com,Sam,tiktok,2024-01-22,US,one_time,True
CUST00227,olivia.cust00227@example.com,Olivia,tiktok,2024-01-10,AU,one_time,True
CUST00228,olivia.cust00228@example.com,Olivia,tiktok,2024-01-16,GB,one_time,True
CUST00229,ava.cust00229@example.com,Ava,tiktok,2024-01-06,US,one_time,False
CUST00230,george.cust00230@example.com,George,tiktok,2024-01-09,GB,one_time,True
CUST00231,zoe.cust00231@example.com,Zoe,tiktok,2024-01-22,NL,subscription,True
CUST00232,lucy.cust00232@example.com,Lucy,tiktok,2024-01-20,US,one_time,True
CUST00233,emma.cust00233@example.com,Emma,tiktok,2024-01-13,GB,subscription,True
CUST00234,sam.cust00234@example.com,Sam,tiktok,2024-01-30,GB,one_time,False
CUST00235,lucas.cust00235@example.com,Lucas,tiktok,2024-01-21,GB,one_time,True
CUST00236,william.cust00236@example.com,William,tiktok,2024-01-23,GB,one_time,True
CUST00237,jack.cust00237@example.com,Jack,tiktok,2024-01-02,DE,one_time,True
CUST00238,oliver.cust00238@example.com,Oliver,tiktok,2024-01-28,GB,subscription,False
CUST00239,harry.cust00239@example.com,Harry,tiktok,2024-01-30,FR,one_time,True
CUST00240,grace.cust00240@example.com,Grace,tiktok,2024-01-15,GB,one_time,False
CUST00241,liam.cust00241@example.com,Liam,tiktok,2024-01-28,US,one_time,True
CUST00242,jack.cust00242@example.com,Jack,tiktok,2024-01-02,GB,one_time,True
CUST00243,george.cust00243@example.com,George,tiktok,2024-01-14,US,one_time,True
CUST00244,sophie.cust00244@example.com,Sophie,tiktok,2024-01-14,US,subscription,False
CUST00245,lily.cust00245@example.com,Lily,organic,2024-01-22,GB,subscription,True
CUST00246,liam.cust00246@example.com,Liam,organic,2024-01-03,AU,subscription,False
CUST00247,lucy.cust00247@example.com,Lucy,organic,2024-01-25,GB,subscription,True
CUST00248,ava.cust00248@example.com,Ava,organic,2024-01-22,GB,subscription,True
CUST00249,olivia.cust00249@example.com,Olivia,organic,2024-01-22,FR,subscription,False
CUST00250,harry.cust00250@example.com,Harry,organic,2024-01-07,GB,subscription,True
CUST00251,emma.cust00251@example.com,Emma,organic,2024-01-13,US,subscription,True
CUST00252,harry.cust00252@example.com,Harry,organic,2024-01-30,CA,subscription,True
CUST00253,oliver.cust00253@example.com,Oliver,organic,2024-01-04,GB,one_time,False
CUST00254,henry.cust00254@example.com,Henry,organic,2024-01-01,NL,subscription,True
CUST00255,lucas.cust00255@example.com,Lucas,organic,2024-01-05,US,subscription,False
CUST00256,oliver.cust00256@example.com,Oliver,organic,2024-01-05,US,one_time,True
CUST00257,noah.cust00257@example.com,Noah,organic,2024-01-17,US,one_time,False
CUST00258,lucas.cust00258@example.com,Lucas,organic,2024-01-16,FR,one_time,True
CUST00259,liam.cust00259@example.com,Liam,organic,2024-01-14,GB,subscription,True
CUST00260,jack.cust00260@example.com,Jack,organic,2024-01-07,AU,one_time,True
CUST00261,ethan.cust00261@example.com,Ethan,organic,2024-01-04,GB,one_time,False
CUST00262,jack.cust00262@example.com,Jack,organic,2024-01-01,AU,subscription,False
CUST00263,charlotte.cust00263@example.com,Charlotte,organic,2024-01-08,NL,subscription,False
CUST00264,lucy.cust00264@example.com,Lucy,organic,2024-01-21,AU,subscription,True
CUST00265,alex.cust00265@example.com,Alex,organic,2024-01-11,GB,subscription,True
CUST00266,lucas.cust00266@example.com,Lucas,organic,2024-01-16,GB,subscription,True
CUST00267,harry.cust00267@example.com,Harry,organic,2024-01-10,NL,one_time,False
CUST00268,sophie.cust00268@example.com,Sophie,organic,2024-01-09,US,subscription,True
CUST00269,george.cust00269@example.com,George,organic,2024-01-28,US,subscription,False
CUST00270,oliver.cust00270@example.com,Oliver,organic,2024-01-24,AU,subscription,True
CUST00271,isla.cust00271@example.com,Isla,organic,2024-01-24,NL,subscription,True
CUST00272,william.cust00272@example.com,William,organic,2024-01-26,GB,one_time,True
CUST00273,lucas.cust00273@example.com,Lucas,organic,2024-01-20,GB,subscription,True
CUST00274,sophie.cust00274@example.com,Sophie,organic,2024-01-13,GB,one_time,True
CUST00275,lucy.cust00275@example.com,Lucy,organic,2024-01-18,GB,subscription,True
CUST00276,logan.cust00276@example.com,Logan,organic,2024-01-16,GB,subscription,True
CUST00277,james.cust00277@example.com,James,organic,2024-01-14,GB,one_time,False
CUST00278,henry.cust00278@example.com,Henry,organic,2024-01-19,DE,subscription,True
CUST00279,ethan.cust00279@example.com,Ethan,organic,2024-01-19,GB,subscription,False
CUST00280,alex.cust00280@example.com,Alex,organic,2024-01-29,US,subscription,True
CUST00281,liam.cust00281@example.com,Liam,organic,2024-01-15,US,subscription,True
CUST00282,grace.cust00282@example.com,Grace,organic,2024-01-06,GB,one_time,True
CUST00283,james.cust00283@example.com,James,organic,2024-01-29,GB,one_time,False
CUST00284,oliver.cust00284@example.com,Oliver,organic,2024-01-19,US,subscription,False
CUST00285,sam.cust00285@example.com,Sam,organic,2024-01-24,GB,one_time,True
CUST00286,lucas.cust00286@example.com,Lucas,organic,2024-01-30,CA,one_time,False
CUST00287,sam.cust00287@example.com,Sam,organic,2024-01-07,GB,subscription,True
CUST00288,liam.cust00288@example.com,Liam,organic,2024-01-27,DE,subscription,True
CUST00289,sam.cust00289@example.com,Sam,organic,2024-01-21,US,one_time,True
CUST00290,amelia.cust00290@example.com,Amelia,organic,2024-01-16,US,one_time,False
CUST00291,ella.cust00291@example.com,Ella,organic,2024-01-21,GB,subscription,True
CUST00292,lucas.cust00292@example.com,Lucas,organic,2024-01-05,AU,subscription,True
CUST00293,mia.cust00293@example.com,Mia,organic,2024-01-21,AU,one_time,False
CUST00294,henry.cust00294@example.com,Henry,organic,2024-01-14,NL,one_time,True
CUST00295,harry.cust00295@example.com,Harry,organic,2024-01-05,GB,one_time,True
CUST00296,sam.cust00296@example.com,Sam,organic,2024-01-10,DE,subscription,False
CUST00297,george.cust00297@example.com,George,organic,2024-01-20,US,one_time,True
CUST00298,isla.cust00298@example.com,Isla,organic,2024-01-27,US,one_time,True
CUST00299,oliver.cust00299@example.com,Oliver,organic,2024-01-26,NL,subscription,False
CUST00300,logan.cust00300@example.com,Logan,organic,2024-01-12,CA,subscription,True
CUST00301,amelia.cust00301@example.com,Amelia,organic,2024-01-23,US,subscription,True
CUST00302,george.cust00302@example.com,George,organic,2024-01-03,GB,subscription,True
CUST00303,william.cust00303@example.com,William,organic,2024-01-27,GB,one_time,True
CUST00304,isla.cust00304@example.com,Isla,organic,2024-01-10,GB,subscription,True
CUST00305,mia.cust00305@example.com,Mia,organic,2024-01-01,GB,subscription,True
CUST00306,harry.cust00306@example.com,Harry,organic,2024-01-06,GB,subscription,True
CUST00307,charlotte.cust00307@example.com,Charlotte,organic,2024-01-17,US,subscription,True
CUST00308,lily.cust00308@example.com,Lily,organic,2024-01-24,GB,subscription,True
CUST00309,chloe.cust00309@example.com,Chloe,organic,2024-01-25,US,one_time,True
CUST00310,sam.cust00310@example.com,Sam,organic,2024-01-01,GB,subscription,True
CUST00311,chloe.cust00311@example.com,Chloe,organic,2024-01-14,DE,subscription,True
CUST00312,lucas.cust00312@example.com,Lucas,organic,2024-01-02,US,subscription,True
CUST00313,logan.cust00313@example.com,Logan,organic,2024-01-02,DE,one_time,True
CUST00314,hannah.cust00314@example.com,Hannah,organic,2024-01-10,FR,subscription,True
CUST00315,lily.cust00315@example.com,Lily,organic,2024-01-05,GB,subscription,True
CUST00316,oliver.cust00316@example.com,Oliver,organic,2024-01-04,US,subscription,True
CUST00317,sam.cust00317@example.com,Sam,email,2024-01-09,FR,subscription,False
CUST00318,amelia.cust00318@example.com,Amelia,email,2024-01-21,GB,subscription,True
CUST00319,william.cust00319@example.com,William,email,2024-01-29,NL,subscription,False
CUST00320,lucy.cust00320@example.com,Lucy,email,2024-01-19,US,one_time,True
CUST00321,zoe.cust00321@example.com,Zoe,email,2024-01-04,FR,subscription,True
CUST00322,sophie.cust00322@example.com,Sophie,email,2024-01-03,GB,one_time,True
CUST00323,william.cust00323@example.com,William,email,2024-01-16,GB,subscription,False
CUST00324,zoe.cust00324@example.com,Zoe,email,2024-01-26,FR,subscription,True
CUST00325,ethan.cust00325@example.com,Ethan,email,2024-01-21,FR,one_time,False
CUST00326,alex.cust00326@example.com,Alex,email,2024-01-26,CA,subscription,True
CUST00327,olivia.cust00327@example.com,Olivia,email,2024-01-22,GB,subscription,False
CUST00328,george.cust00328@example.com,George,email,2024-01-22,GB,one_time,True
CUST00329,grace.cust00329@example.com,Grace,email,2024-01-03,GB,one_time,True
CUST00330,alex.cust00330@example.com,Alex,email,2024-01-28,NL,one_time,True
CUST00331,charlotte.cust00331@example.com,Charlotte,email,2024-01-22,GB,one_time,False
CUST00332,grace.cust00332@example.com,Grace,email,2024-01-13,GB,one_time,False
CUST00333,isla.cust00333@example.com,Isla,email,2024-01-12,US,one_time,True
CUST00334,lily.cust00334@example.com,Lily,email,2024-01-23,US,subscription,True
CUST00335,william.cust00335@example.com,William,email,2024-01-15,DE,subscription,False
CUST00336,isla.cust00336@example.com,Isla,email,2024-01-02,GB,subscription,True
CUST00337,william.cust00337@example.com,William,email,2024-01-11,US,subscription,False
